filename,label
Image_1.jpg,sitting
Image_2.jpg,
Image_3.jpg,hugging
Image_4.jpg,lying
Image_5.jpg,
Image_6.jpg,lying
Image_7.jpg,drinking
Image_8.jpg,hugging
Image_9.jpg,clapping
Image_10.jpg,dancing
Image_11.jpg,
Image_12.jpg,drinking
Image_13.jpg,clapping
Image_14.jpg,
Image_15.jpg,lying
Image_16.jpg,drinking
Image_17.jpg,
Image_18.jpg,
Image_19.jpg,
Image_20.jpg,
Image_21.jpg,clapping
Image_22.jpg,eating
Image_23.jpg,fighting
Image_24.jpg,
Image_25.jpg,dancing
Image_26.jpg,drinking
Image_27.jpg,
Image_28.jpg,
Image_29.jpg,drinking
Image_30.jpg,dancing
Image_31.jpg,
Image_32.jpg,
Image_33.jpg,sitting
Image_34.jpg,sitting
Image_35.jpg,lying
Image_36.jpg,eating
Image_37.jpg,running
Image_38.jpg,running
Image_39.jpg,hugging
Image_40.jpg,hugging
Image_41.jpg,
Image_42.jpg,
Image_43.jpg,
Image_44.jpg,
Image_45.jpg,lying
Image_46.jpg,hugging
Image_47.jpg,
Image_48.jpg,lying
Image_49.jpg,
Image_50.jpg,running
Image_51.jpg,hugging
Image_52.jpg,
Image_53.jpg,
Image_54.jpg,drinking
Image_55.jpg,hugging
Image_56.jpg,
Image_57.jpg,
Image_58.jpg,
Image_59.jpg,clapping
Image_60.jpg,
Image_61.jpg,
Image_62.jpg,sitting
Image_63.jpg,
Image_64.jpg,
Image_65.jpg,lying
Image_66.jpg,
Image_67.jpg,
Image_68.jpg,clapping
Image_69.jpg,
Image_70.jpg,
Image_71.jpg,eating
Image_72.jpg,
Image_73.jpg,drinking
Image_74.jpg,
Image_75.jpg,running
Image_76.jpg,drinking
Image_77.jpg,
Image_78.jpg,sitting
Image_79.jpg,
Image_80.jpg,hugging
Image_81.jpg,eating
Image_82.jpg,lying
Image_83.jpg,
Image_84.jpg,
Image_85.jpg,running
Image_86.jpg,
Image_87.jpg,
Image_88.jpg,
Image_89.jpg,
Image_90.jpg,
Image_91.jpg,dancing
Image_92.jpg,
Image_93.jpg,
Image_94.jpg,clapping
Image_95.jpg,
Image_96.jpg,
Image_97.jpg,dancing
Image_98.jpg,drinking
Image_99.jpg,
Image_100.jpg,fighting
Image_101.jpg,hugging
Image_102.jpg,
Image_103.jpg,
Image_104.jpg,
Image_105.jpg,
Image_106.jpg,drinking
Image_107.jpg,running
Image_108.jpg,eating
Image_109.jpg,lying
Image_110.jpg,
Image_111.jpg,fighting
Image_112.jpg,
Image_113.jpg,
Image_114.jpg,running
Image_115.jpg,hugging
Image_116.jpg,lying
Image_117.jpg,
Image_118.jpg,
Image_119.jpg,
Image_120.jpg,
Image_121.jpg,
Image_122.jpg,lying
Image_123.jpg,hugging
Image_124.jpg,lying
Image_125.jpg,dancing
Image_126.jpg,
Image_127.jpg,dancing
Image_128.jpg,eating
Image_129.jpg,eating
Image_130.jpg,sitting
Image_131.jpg,
Image_132.jpg,dancing
Image_133.jpg,eating
Image_134.jpg,fighting
Image_135.jpg,
Image_136.jpg,clapping
Image_137.jpg,
Image_138.jpg,
Image_139.jpg,drinking
Image_140.jpg,dancing
Image_141.jpg,
Image_142.jpg,drinking
Image_143.jpg,fighting
Image_144.jpg,clapping
Image_145.jpg,fighting
Image_146.jpg,sitting
Image_147.jpg,
Image_148.jpg,
Image_149.jpg,clapping
Image_150.jpg,
Image_151.jpg,
Image_152.jpg,
Image_153.jpg,drinking
Image_154.jpg,hugging
Image_155.jpg,fighting
Image_156.jpg,
Image_157.jpg,lying
Image_158.jpg,
Image_159.jpg,lying
Image_160.jpg,drinking
Image_161.jpg,hugging
Image_162.jpg,sitting
Image_163.jpg,
Image_164.jpg,drinking
Image_165.jpg,eating
Image_166.jpg,clapping
Image_167.jpg,
Image_168.jpg,
Image_169.jpg,
Image_170.jpg,running
Image_171.jpg,clapping
Image_172.jpg,
Image_173.jpg,
Image_174.jpg,lying
Image_175.jpg,fighting
Image_176.jpg,eating
Image_177.jpg,lying
Image_178.jpg,
Image_179.jpg,lying
Image_180.jpg,
Image_181.jpg,
Image_182.jpg,lying
Image_183.jpg,running
Image_184.jpg,dancing
Image_185.jpg,
Image_186.jpg,running
Image_187.jpg,hugging
Image_188.jpg,sitting
Image_189.jpg,hugging
Image_190.jpg,
Image_191.jpg,
Image_192.jpg,fighting
Image_193.jpg,
Image_194.jpg,dancing
Image_195.jpg,sitting
Image_196.jpg,eating
Image_197.jpg,sitting
Image_198.jpg,drinking
Image_199.jpg,drinking
Image_200.jpg,
Image_201.jpg,sitting
Image_202.jpg,eating
Image_203.jpg,
Image_204.jpg,hugging
Image_205.jpg,
Image_206.jpg,clapping
Image_207.jpg,drinking
Image_208.jpg,eating
Image_209.jpg,eating
Image_210.jpg,fighting
Image_211.jpg,lying
Image_212.jpg,
Image_213.jpg,dancing
Image_214.jpg,running
Image_215.jpg,
Image_216.jpg,
Image_217.jpg,
Image_218.jpg,running
Image_219.jpg,drinking
Image_220.jpg,
Image_221.jpg,
Image_222.jpg,sitting
Image_223.jpg,eating
Image_224.jpg,running
Image_225.jpg,
Image_226.jpg,clapping
Image_227.jpg,clapping
Image_228.jpg,running
Image_229.jpg,
Image_230.jpg,hugging
Image_231.jpg,
Image_232.jpg,fighting
Image_233.jpg,running
Image_234.jpg,
Image_235.jpg,sitting
Image_236.jpg,
Image_237.jpg,sitting
Image_238.jpg,running
Image_239.jpg,lying
Image_240.jpg,
Image_241.jpg,
Image_242.jpg,sitting
Image_243.jpg,
Image_244.jpg,drinking
Image_245.jpg,running
Image_246.jpg,dancing
Image_247.jpg,sitting
Image_248.jpg,
Image_249.jpg,eating
Image_250.jpg,hugging
Image_251.jpg,
Image_252.jpg,fighting
Image_253.jpg,eating
Image_254.jpg,dancing
Image_255.jpg,
Image_256.jpg,drinking
Image_257.jpg,
Image_258.jpg,lying
Image_259.jpg,
Image_260.jpg,running
Image_261.jpg,sitting
Image_262.jpg,fighting
Image_263.jpg,lying
Image_264.jpg,
Image_265.jpg,eating
Image_266.jpg,running
Image_267.jpg,fighting
Image_268.jpg,dancing
Image_269.jpg,hugging
Image_270.jpg,hugging
Image_271.jpg,
Image_272.jpg,eating
Image_273.jpg,
Image_274.jpg,drinking
Image_275.jpg,
Image_276.jpg,hugging
Image_277.jpg,hugging
Image_278.jpg,drinking
Image_279.jpg,
Image_280.jpg,lying
Image_281.jpg,
Image_282.jpg,hugging
Image_283.jpg,
Image_284.jpg,clapping
Image_285.jpg,fighting
Image_286.jpg,drinking
Image_287.jpg,
Image_288.jpg,
Image_289.jpg,
Image_290.jpg,
Image_291.jpg,clapping
Image_292.jpg,
Image_293.jpg,clapping
Image_294.jpg,
Image_295.jpg,lying
Image_296.jpg,running
Image_297.jpg,fighting
Image_298.jpg,clapping
Image_299.jpg,drinking
Image_300.jpg,
Image_301.jpg,hugging
Image_302.jpg,hugging
Image_303.jpg,eating
Image_304.jpg,
Image_305.jpg,
Image_306.jpg,running
Image_307.jpg,running
Image_308.jpg,clapping
Image_309.jpg,eating
Image_310.jpg,sitting
Image_311.jpg,
Image_312.jpg,running
Image_313.jpg,
Image_314.jpg,
Image_315.jpg,fighting
Image_316.jpg,running
Image_317.jpg,dancing
Image_318.jpg,
Image_319.jpg,
Image_320.jpg,
Image_321.jpg,
Image_322.jpg,
Image_323.jpg,eating
Image_324.jpg,clapping
Image_325.jpg,
Image_326.jpg,
Image_327.jpg,hugging
Image_328.jpg,running
Image_329.jpg,
Image_330.jpg,lying
Image_331.jpg,
Image_332.jpg,
Image_333.jpg,eating
Image_334.jpg,
Image_335.jpg,running
Image_336.jpg,fighting
Image_337.jpg,
Image_338.jpg,eating
Image_339.jpg,lying
Image_340.jpg,hugging
Image_341.jpg,sitting
Image_342.jpg,eating
Image_343.jpg,drinking
Image_344.jpg,hugging
Image_345.jpg,running
Image_346.jpg,lying
Image_347.jpg,running
Image_348.jpg,running
Image_349.jpg,clapping
Image_350.jpg,fighting
Image_351.jpg,eating
Image_352.jpg,sitting
Image_353.jpg,fighting
Image_354.jpg,drinking
Image_355.jpg,drinking
Image_356.jpg,drinking
Image_357.jpg,hugging
Image_358.jpg,eating
Image_359.jpg,sitting
Image_360.jpg,fighting
Image_361.jpg,lying
Image_362.jpg,sitting
Image_363.jpg,hugging
Image_364.jpg,lying
Image_365.jpg,
Image_366.jpg,
Image_367.jpg,lying
Image_368.jpg,lying
Image_369.jpg,
Image_370.jpg,
Image_371.jpg,clapping
Image_372.jpg,
Image_373.jpg,
Image_374.jpg,fighting
Image_375.jpg,
Image_376.jpg,fighting
Image_377.jpg,drinking
Image_378.jpg,
Image_379.jpg,
Image_380.jpg,sitting
Image_381.jpg,hugging
Image_382.jpg,drinking
Image_383.jpg,
Image_384.jpg,
Image_385.jpg,lying
Image_386.jpg,eating
Image_387.jpg,
Image_388.jpg,clapping
Image_389.jpg,hugging
Image_390.jpg,
Image_391.jpg,
Image_392.jpg,drinking
Image_393.jpg,
Image_394.jpg,
Image_395.jpg,eating
Image_396.jpg,dancing
Image_397.jpg,fighting
Image_398.jpg,
Image_399.jpg,hugging
Image_400.jpg,running
Image_401.jpg,fighting
Image_402.jpg,eating
Image_403.jpg,
Image_404.jpg,
Image_405.jpg,drinking
Image_406.jpg,hugging
Image_407.jpg,hugging
Image_408.jpg,
Image_409.jpg,
Image_410.jpg,lying
Image_411.jpg,lying
Image_412.jpg,drinking
Image_413.jpg,fighting
Image_414.jpg,running
Image_415.jpg,sitting
Image_416.jpg,hugging
Image_417.jpg,
Image_418.jpg,
Image_419.jpg,clapping
Image_420.jpg,lying
Image_421.jpg,drinking
Image_422.jpg,hugging
Image_423.jpg,eating
Image_424.jpg,
Image_425.jpg,
Image_426.jpg,
Image_427.jpg,
Image_428.jpg,running
Image_429.jpg,clapping
Image_430.jpg,
Image_431.jpg,
Image_432.jpg,
Image_433.jpg,
Image_434.jpg,
Image_435.jpg,hugging
Image_436.jpg,
Image_437.jpg,eating
Image_438.jpg,
Image_439.jpg,
Image_440.jpg,
Image_441.jpg,dancing
Image_442.jpg,
Image_443.jpg,hugging
Image_444.jpg,dancing
Image_445.jpg,fighting
Image_446.jpg,hugging
Image_447.jpg,
Image_448.jpg,
Image_449.jpg,clapping
Image_450.jpg,running
Image_451.jpg,fighting
Image_452.jpg,lying
Image_453.jpg,lying
Image_454.jpg,
Image_455.jpg,lying
Image_456.jpg,fighting
Image_457.jpg,lying
Image_458.jpg,
Image_459.jpg,eating
Image_460.jpg,
Image_461.jpg,eating
Image_462.jpg,sitting
Image_463.jpg,
Image_464.jpg,clapping
Image_465.jpg,sitting
Image_466.jpg,fighting
